,Pitcher,Primary Pitches,Secondary Pitches,Primary,Secondary,H-Mov,V-Mov,RelHei,RelSide,RelHei Diff,RelSide Diff,H-Mov Diff,V-Mov Diff,MPH Diff,RPM Diff,VAA Diff,HAA Diff,Spin Degree Diff,Usage Rate,Chase Rate,Zone Whiff Rate,Called Strike Rate,wOBAcon
65,Bassitt Chris,"181    640.0
Name: Pitches, dtype: float64",245.0, SI, CU,"181   -16.2
Name:  H-Mov, dtype: float64","181    9.5
Name:  V-Mov, dtype: float64","181    5.6
Name: V-Rel Pt, dtype: float64","181   -1.2
Name: H-Rel Pt, dtype: float64",22.1,15.399999999999999,31.4,23.2,21.099999999999994,204.0,5.3999999999999995,3.2,22.2,10.2,26.3,50.9,19.6,0.222
66,Bassitt Chris,"181    640.0
Name: Pitches, dtype: float64",133.0, SI, CH,"181   -16.2
Name:  H-Mov, dtype: float64","181    9.5
Name:  V-Mov, dtype: float64","181    5.6
Name: V-Rel Pt, dtype: float64","181   -1.2
Name: H-Rel Pt, dtype: float64",21.799999999999997,14.899999999999999,0.10000000000000142,2.9000000000000004,7.3999999999999915,287.0,1.0999999999999996,0.09999999999999998,10.5,8.6,17.1,45.6,15.0,0.433
67,Bautista Félix,"190    473.0
Name: Pitches, dtype: float64",169.0, FF, FS,"190   -7.3
Name:  H-Mov, dtype: float64","190    19.6
Name:  V-Mov, dtype: float64","190    7.0
Name: V-Rel Pt, dtype: float64","190   -0.6
Name: H-Rel Pt, dtype: float64",14.2,6.3,0.7000000000000002,13.000000000000002,10.900000000000006,1234.0,2.6999999999999993,0.0,6.0,22.9,38.5,60.0,11.2,0.351
68,Bautista Félix,"190    473.0
Name: Pitches, dtype: float64",97.0, FF, SL,"190   -7.3
Name:  H-Mov, dtype: float64","190    19.6
Name:  V-Mov, dtype: float64","190    7.0
Name: V-Rel Pt, dtype: float64","190   -0.6
Name: H-Rel Pt, dtype: float64",14.0,6.3,12.6,21.3,14.200000000000003,110.0,3.5999999999999996,2.5,35.0,13.1,15.5,53.8,19.6,0.466
69,Baz Shane,"195    178.0
Name: Pitches, dtype: float64",165.0, FF, SL,"195   -8.9
Name:  H-Mov, dtype: float64","195    18.1
Name:  V-Mov, dtype: float64","195    5.9
Name: V-Rel Pt, dtype: float64","195   -1.5
Name: H-Rel Pt, dtype: float64",14.8,7.4,11.100000000000001,13.100000000000001,8.299999999999997,115.0,2.9000000000000004,1.6999999999999997,,32.2,38.4,50.0,16.4,0.445
70,Baz Shane,"195    178.0
Name: Pitches, dtype: float64",64.0, FF, CU,"195   -8.9
Name:  H-Mov, dtype: float64","195    18.1
Name:  V-Mov, dtype: float64","195    5.9
Name: V-Rel Pt, dtype: float64","195   -1.5
Name: H-Rel Pt, dtype: float64",14.9,7.5,16.1,31.3,13.700000000000003,315.0,5.3,1.7999999999999998,,15.7,27.0,48.1,10.9,0.529
71,Bañuelos Manny,"200    79.0
Name: Pitches, dtype: float64",77.0, SI, SL,"200    16.3
Name:  H-Mov, dtype: float64","200    7.0
Name:  V-Mov, dtype: float64","200    5.5
Name: V-Rel Pt, dtype: float64","200    1.8
Name: H-Rel Pt, dtype: float64",10.9,14.3,21.4,4.4,7.700000000000003,659.0,1.6999999999999993,3.4,,31.0,20.8,31.0,7.8,0.22
72,Bañuelos Manny,"200    79.0
Name: Pitches, dtype: float64",72.0, SI, CU,"200    16.3
Name:  H-Mov, dtype: float64","200    7.0
Name:  V-Mov, dtype: float64","200    5.5
Name: V-Rel Pt, dtype: float64","200    1.8
Name: H-Rel Pt, dtype: float64",10.700000000000001,14.4,27.3,6.2,11.900000000000006,710.0,2.0999999999999996,3.3,,13.4,32.6,51.7,19.4,0.126
73,Bañuelos Manny,"200    79.0
Name: Pitches, dtype: float64",54.0, SI, FF,"200    16.3
Name:  H-Mov, dtype: float64","200    7.0
Name:  V-Mov, dtype: float64","200    5.5
Name: V-Rel Pt, dtype: float64","200    1.8
Name: H-Rel Pt, dtype: float64",10.700000000000001,14.5,4.600000000000001,6.1,0.29999999999999716,249.0,1.0,1.0,,20.7,12.5,56.7,25.9,0.0
74,Beasley Jeremy,"203    166.0
Name: Pitches, dtype: float64",75.0, FF, SL,"203   -9.2
Name:  H-Mov, dtype: float64","203    17.2
Name:  V-Mov, dtype: float64","203    5.9
Name: V-Rel Pt, dtype: float64","203   -1.8
Name: H-Rel Pt, dtype: float64",14.799999999999999,6.8999999999999995,23.1,17.7,13.300000000000011,9.0,3.4000000000000004,3.5999999999999996,,26.4,21.3,64.3,21.3,0.986
75,Bednar David,"207    402.0
Name: Pitches, dtype: float64",210.0, FF, CU,"207   -10.2
Name:  H-Mov, dtype: float64","207    17.0
Name:  V-Mov, dtype: float64","207    5.9
Name: V-Rel Pt, dtype: float64","207   -2.2
Name: H-Rel Pt, dtype: float64",16.0,7.8999999999999995,18.5,27.5,19.200000000000003,153.0,5.3,2.5,10.0,24.8,23.3,68.1,28.1,0.398
76,Bednar David,"207    402.0
Name: Pitches, dtype: float64",122.0, FF, FS,"207   -10.2
Name:  H-Mov, dtype: float64","207    17.0
Name:  V-Mov, dtype: float64","207    5.9
Name: V-Rel Pt, dtype: float64","207   -2.2
Name: H-Rel Pt, dtype: float64",15.899999999999999,7.799999999999999,6.1,12.0,6.700000000000003,734.0,2.8,1.0999999999999999,2.6,20.9,39.4,33.900000000000006,9.0,0.225
77,Beede Tyler,"212    223.0
Name: Pitches, dtype: float64",202.0, FF, CH,"212   -10.8
Name:  H-Mov, dtype: float64","212    12.9
Name:  V-Mov, dtype: float64","212    5.4
Name: V-Rel Pt, dtype: float64","212   -2.1
Name: H-Rel Pt, dtype: float64",16.1,8.8,4.699999999999999,9.2,11.0,493.0,2.1999999999999993,0.9,24.900000000000002,20.9,44.8,41.2,9.4,0.207
78,Beede Tyler,"212    223.0
Name: Pitches, dtype: float64",144.0, FF, SI,"212   -10.8
Name:  H-Mov, dtype: float64","212    12.9
Name:  V-Mov, dtype: float64","212    5.4
Name: V-Rel Pt, dtype: float64","212   -2.1
Name: H-Rel Pt, dtype: float64",16.200000000000003,9.100000000000001,4.799999999999999,3.5999999999999996,0.29999999999999716,48.0,0.5,1.1,,5.2,22.4,41.6,18.1,0.371
79,Beede Tyler,"212    223.0
Name: Pitches, dtype: float64",102.0, FF, SL,"212   -10.8
Name:  H-Mov, dtype: float64","212    12.9
Name:  V-Mov, dtype: float64","212    5.4
Name: V-Rel Pt, dtype: float64","212   -2.1
Name: H-Rel Pt, dtype: float64",16.200000000000003,9.100000000000001,12.700000000000001,11.200000000000001,8.300000000000011,31.0,2.5999999999999996,1.9,,11.9,17.7,52.5,14.7,0.264
80,Beede Tyler,"212    223.0
Name: Pitches, dtype: float64",76.0, FF, CU,"212   -10.8
Name:  H-Mov, dtype: float64","212    12.9
Name:  V-Mov, dtype: float64","212    5.4
Name: V-Rel Pt, dtype: float64","212   -2.1
Name: H-Rel Pt, dtype: float64",16.1,8.9,19.700000000000003,25.4,16.60000000000001,42.0,4.4,1.5,2.3000000000000003,12.9,21.2,66.7,22.4,0.0
81,Beeks Jalen,"217    381.0
Name: Pitches, dtype: float64",363.0, FF, CH,"217    5.1
Name:  H-Mov, dtype: float64","217    17.8
Name:  V-Mov, dtype: float64","217    6.1
Name: V-Rel Pt, dtype: float64","217    0.7
Name: H-Rel Pt, dtype: float64",1.0,4.199999999999999,11.4,9.5,4.799999999999997,183.0,2.7,1.5,17.0,36.9,36.2,50.7,16.3,0.351
82,Bellatti Andrew,"221    347.0
Name: Pitches, dtype: float64",257.0, SL, FF,"221    3.7
Name:  H-Mov, dtype: float64","221    3.5
Name:  V-Mov, dtype: float64","221    5.5
Name: V-Rel Pt, dtype: float64","221   -1.5
Name: H-Rel Pt, dtype: float64",1.7999999999999998,5.300000000000001,14.2,13.3,8.5,27.0,3.3,1.9,32.7,40.8,28.9,44.2,15.6,0.45
83,Bellatti Andrew,"221    347.0
Name: Pitches, dtype: float64",54.0, SL, CH,"221    3.7
Name:  H-Mov, dtype: float64","221    3.5
Name:  V-Mov, dtype: float64","221    5.5
Name: V-Rel Pt, dtype: float64","221   -1.5
Name: H-Rel Pt, dtype: float64",1.7000000000000002,5.2,19.9,3.7,3.6999999999999886,724.0,0.40000000000000036,2.3,,8.1,20.0,28.599999999999994,0.0,0.48
84,Bello Brayan,"224    118.0
Name: Pitches, dtype: float64",73.0, SI, CH,"224   -17.2
Name:  H-Mov, dtype: float64","224    3.0
Name:  V-Mov, dtype: float64","224    5.2
Name: V-Rel Pt, dtype: float64","224   -2.3
Name: H-Rel Pt, dtype: float64",22.4,14.6,0.3000000000000007,0.7000000000000002,7.900000000000006,266.0,0.40000000000000036,0.2,,23.6,22.9,56.0,11.0,0.391
85,Bello Brayan,"224    118.0
Name: Pitches, dtype: float64",61.0, SI, SL,"224   -17.2
Name:  H-Mov, dtype: float64","224    3.0
Name:  V-Mov, dtype: float64","224    5.2
Name: V-Rel Pt, dtype: float64","224   -2.3
Name: H-Rel Pt, dtype: float64",22.6,14.899999999999999,20.599999999999998,5.5,11.100000000000009,400.0,1.3000000000000007,2.5,,19.7,28.6,57.6,26.2,0.611
86,Bello Brayan,"224    118.0
Name: Pitches, dtype: float64",57.0, SI, FF,"224   -17.2
Name:  H-Mov, dtype: float64","224    3.0
Name:  V-Mov, dtype: float64","224    5.2
Name: V-Rel Pt, dtype: float64","224   -2.3
Name: H-Rel Pt, dtype: float64",22.6,15.0,6.5,10.4,0.5999999999999943,100.0,1.8999999999999995,0.8,,18.4,14.8,43.3,7.0,0.83
87,Bender Anthony,"228    160.0
Name: Pitches, dtype: float64",89.0, SI, SL,"228   -17.3
Name:  H-Mov, dtype: float64","228    2.4
Name:  V-Mov, dtype: float64","228    5.9
Name: V-Rel Pt, dtype: float64","228   -1.2
Name: H-Rel Pt, dtype: float64",23.0,15.8,25.3,4.8,12.799999999999997,253.0,1.3999999999999995,3.4,30.5,43.4,34.9,54.3,27.0,0.475
88,Berríos José,"233    587.0
Name: Pitches, dtype: float64",559.0, CU, FF,"233    16.0
Name:  H-Mov, dtype: float64","233   -4.1
Name:  V-Mov, dtype: float64","233    5.3
Name: V-Rel Pt, dtype: float64","233   -2.8
Name: H-Rel Pt, dtype: float64",10.6,18.7,26.6,18.5,11.0,42.0,3.700000000000001,3.3,,29.3,22.8,39.4,19.9,0.512
89,Berríos José,"233    587.0
Name: Pitches, dtype: float64",440.0, CU, SI,"233    16.0
Name:  H-Mov, dtype: float64","233   -4.1
Name:  V-Mov, dtype: float64","233    5.3
Name: V-Rel Pt, dtype: float64","233   -2.8
Name: H-Rel Pt, dtype: float64",10.6,18.7,32.5,14.5,10.900000000000006,162.0,2.9000000000000004,4.1,,25.8,40.8,42.1,23.6,0.385
90,Berríos José,"233    587.0
Name: Pitches, dtype: float64",239.0, CU, CH,"233    16.0
Name:  H-Mov, dtype: float64","233   -4.1
Name:  V-Mov, dtype: float64","233    5.3
Name: V-Rel Pt, dtype: float64","233   -2.8
Name: H-Rel Pt, dtype: float64",10.8,18.8,30.4,8.3,1.7999999999999972,764.0,1.200000000000001,4.1,,14.8,42.9,21.900000000000006,4.6,0.35
91,Bickford Phil,"239    446.0
Name: Pitches, dtype: float64",175.0, FF, SL,"239   -4.6
Name:  H-Mov, dtype: float64","239    15.7
Name:  V-Mov, dtype: float64","239    5.2
Name: V-Rel Pt, dtype: float64","239   -2.5
Name: H-Rel Pt, dtype: float64",9.7,2.0999999999999996,10.7,13.799999999999999,10.600000000000009,64.0,3.0,1.4,1.0999999999999996,31.7,32.5,35.900000000000006,13.7,0.415
92,Bieber Shane,"243    665.0
Name: Pitches, dtype: float64",629.0, FF, SL,"243   -8.1
Name:  H-Mov, dtype: float64","243    17.7
Name:  V-Mov, dtype: float64","243    5.6
Name: V-Rel Pt, dtype: float64","243   -1.2
Name: H-Rel Pt, dtype: float64",13.7,6.8,10.8,15.399999999999999,6.200000000000003,299.0,3.0,1.6999999999999997,20.9,25.2,40.9,39.6,11.0,0.302
93,Bieber Shane,"243    665.0
Name: Pitches, dtype: float64",353.0, FF, KC,"243   -8.1
Name:  H-Mov, dtype: float64","243    17.7
Name:  V-Mov, dtype: float64","243    5.6
Name: V-Rel Pt, dtype: float64","243   -1.2
Name: H-Rel Pt, dtype: float64",13.7,6.8999999999999995,17.4,28.6,9.0,41.0,4.800000000000001,1.7999999999999998,4.300000000000001,22.7,39.0,36.5,9.9,0.376
94,Bieber Shane,"243    665.0
Name: Pitches, dtype: float64",212.0, FF, FC,"243   -8.1
Name:  H-Mov, dtype: float64","243    17.7
Name:  V-Mov, dtype: float64","243    5.6
Name: V-Rel Pt, dtype: float64","243   -1.2
Name: H-Rel Pt, dtype: float64",13.7,6.699999999999999,10.2,9.299999999999999,4.299999999999997,304.0,1.6000000000000005,1.4,34.4,5.8,23.3,41.0,19.3,0.331
95,Bieber Shane,"243    665.0
Name: Pitches, dtype: float64",59.0, FF, CH,"243   -8.1
Name:  H-Mov, dtype: float64","243    17.7
Name:  V-Mov, dtype: float64","243    5.6
Name: V-Rel Pt, dtype: float64","243   -1.2
Name: H-Rel Pt, dtype: float64",13.6,6.699999999999999,4.800000000000001,11.399999999999999,4.700000000000003,658.0,2.2,0.6,,5.9,9.7,46.4,23.7,0.188
96,Bielak Brandon,"248    65.0
Name: Pitches, dtype: float64",51.0, FF, SI,"248   -7.5
Name:  H-Mov, dtype: float64","248    18.0
Name:  V-Mov, dtype: float64","248    6.4
Name: V-Rel Pt, dtype: float64","248   -1.5
Name: H-Rel Pt, dtype: float64",13.7,5.8,8.899999999999999,8.1,0.30000000000001137,210.0,1.1000000000000005,1.6,,11.3,25.0,51.9,23.5,0.581
97,Bird Jake,"255    223.0
Name: Pitches, dtype: float64",87.0, SI, FC,"255   -10.7
Name:  H-Mov, dtype: float64","255   -0.5
Name:  V-Mov, dtype: float64","255    5.2
Name: V-Rel Pt, dtype: float64","255   -2.6
Name: H-Rel Pt, dtype: float64",16.0,8.2,11.899999999999999,7.6,4.1000000000000085,409.0,0.09999999999999964,1.9,,23.7,26.2,57.8,23.0,0.589
98,Bird Jake,"255    223.0
Name: Pitches, dtype: float64",51.0, SI, CU,"255   -10.7
Name:  H-Mov, dtype: float64","255   -0.5
Name:  V-Mov, dtype: float64","255    5.2
Name: V-Rel Pt, dtype: float64","255   -2.6
Name: H-Rel Pt, dtype: float64",16.4,8.6,25.6,8.2,13.700000000000003,899.0,3.3000000000000007,2.8,,13.9,30.3,44.4,11.8,0.626
99,Blach Ty,"259    321.0
Name: Pitches, dtype: float64",125.0, SI, CH,"259    14.0
Name:  H-Mov, dtype: float64","259    8.7
Name:  V-Mov, dtype: float64","259    6.2
Name: V-Rel Pt, dtype: float64","259    2.8
Name: H-Rel Pt, dtype: float64",7.8,11.2,1.5999999999999996,6.6,10.299999999999997,283.0,2.0,0.8,6.200000000000001,23.1,41.5,37.2,8.8,0.44
100,Blach Ty,"259    321.0
Name: Pitches, dtype: float64",106.0, SI, FC,"259    14.0
Name:  H-Mov, dtype: float64","259    8.7
Name:  V-Mov, dtype: float64","259    6.2
Name: V-Rel Pt, dtype: float64","259    2.8
Name: H-Rel Pt, dtype: float64",7.9,11.1,14.0,4.1,6.0,176.0,1.3999999999999995,2.2,52.4,12.8,21.6,38.2,9.4,0.076
101,Blach Ty,"259    321.0
Name: Pitches, dtype: float64",53.0, SI, CU,"259    14.0
Name:  H-Mov, dtype: float64","259    8.7
Name:  V-Mov, dtype: float64","259    6.2
Name: V-Rel Pt, dtype: float64","259    2.8
Name: H-Rel Pt, dtype: float64",7.8,11.1,18.4,15.2,11.900000000000006,208.0,2.9000000000000004,2.2,12.1,8.7,31.0,45.8,15.1,0.692
102,Blackburn Paul,"264    605.0
Name: Pitches, dtype: float64",344.0, SI, FC,"264   -12.8
Name:  H-Mov, dtype: float64","264    9.9
Name:  V-Mov, dtype: float64","264    5.9
Name: V-Rel Pt, dtype: float64","264   -1.7
Name: H-Rel Pt, dtype: float64",18.8,11.0,18.9,4.9,4.6000000000000085,483.0,0.5,2.8,6.600000000000001,19.1,32.9,39.2,14.2,0.475
103,Blackburn Paul,"264    605.0
Name: Pitches, dtype: float64",318.0, SI, CU,"264   -12.8
Name:  H-Mov, dtype: float64","264    9.9
Name:  V-Mov, dtype: float64","264    5.9
Name: V-Rel Pt, dtype: float64","264   -1.7
Name: H-Rel Pt, dtype: float64",18.8,11.0,21.4,26.200000000000003,12.900000000000006,603.0,4.3999999999999995,2.6,28.799999999999997,16.6,33.9,44.0,17.9,0.305
104,Blackburn Paul,"264    605.0
Name: Pitches, dtype: float64",223.0, SI, CH,"264   -12.8
Name:  H-Mov, dtype: float64","264    9.9
Name:  V-Mov, dtype: float64","264    5.9
Name: V-Rel Pt, dtype: float64","264   -1.7
Name: H-Rel Pt, dtype: float64",18.8,11.100000000000001,0.29999999999999893,2.6000000000000005,5.700000000000003,190.0,1.0999999999999996,0.2,3.5,12.7,26.0,51.3,19.7,0.421
105,Blackburn Paul,"264    605.0
Name: Pitches, dtype: float64",198.0, SI, FF,"264   -12.8
Name:  H-Mov, dtype: float64","264    9.9
Name:  V-Mov, dtype: float64","264    5.9
Name: V-Rel Pt, dtype: float64","264   -1.7
Name: H-Rel Pt, dtype: float64",18.8,11.100000000000001,7.300000000000001,6.499999999999998,0.20000000000000284,134.0,1.7999999999999998,1.1,26.9,10.0,21.1,35.7,9.6,0.331
106,Blackburn Paul,"264    605.0
Name: Pitches, dtype: float64",74.0, SI, SL,"264   -12.8
Name:  H-Mov, dtype: float64","264    9.9
Name:  V-Mov, dtype: float64","264    5.9
Name: V-Rel Pt, dtype: float64","264   -1.7
Name: H-Rel Pt, dtype: float64",18.700000000000003,11.0,28.5,18.200000000000003,12.600000000000009,566.0,3.499999999999999,4.1,9.899999999999999,4.8,30.0,41.7,10.8,0.407
107,Blanco Ronel,"268    55.0
Name: Pitches, dtype: float64",51.0, FF, SL,"268   -5.0
Name:  H-Mov, dtype: float64","268    18.6
Name:  V-Mov, dtype: float64","268    6.0
Name: V-Rel Pt, dtype: float64","268   -1.0
Name: H-Rel Pt, dtype: float64",10.9,3.8,10.1,14.900000000000002,7.900000000000006,56.0,3.0,2.1,39.3,42.5,37.9,13.599999999999994,2.0,0.212
108,Bleier Richard,"273    242.0
Name: Pitches, dtype: float64",143.0, SI, FC,"273    15.5
Name:  H-Mov, dtype: float64","273    3.4
Name:  V-Mov, dtype: float64","273    5.9
Name: V-Rel Pt, dtype: float64","273    3.1
Name: H-Rel Pt, dtype: float64",9.6,12.5,16.1,3.1999999999999997,2.4000000000000057,47.0,0.40000000000000036,2.5,29.7,24.6,35.2,22.200000000000003,9.8,0.35
109,Bleier Richard,"273    242.0
Name: Pitches, dtype: float64",74.0, SI, SL,"273    15.5
Name:  H-Mov, dtype: float64","273    3.4
Name:  V-Mov, dtype: float64","273    5.9
Name: V-Rel Pt, dtype: float64","273    3.1
Name: H-Rel Pt, dtype: float64",9.6,12.5,23.9,5.699999999999999,11.900000000000006,15.0,2.5,3.4000000000000004,24.8,12.1,31.1,55.2,17.6,0.303
110,Bolaños Ronald,"278    111.0
Name: Pitches, dtype: float64",100.0, SI, SL,"278   -10.8
Name:  H-Mov, dtype: float64","278    10.1
Name:  V-Mov, dtype: float64","278    6.2
Name: V-Rel Pt, dtype: float64","278   -2.0
Name: H-Rel Pt, dtype: float64",16.9,8.8,18.6,9.5,9.0,223.0,2.2,2.8000000000000003,,21.4,32.3,52.6,13.0,0.444
111,Bolaños Ronald,"278    111.0
Name: Pitches, dtype: float64",70.0, SI, FF,"278   -10.8
Name:  H-Mov, dtype: float64","278    10.1
Name:  V-Mov, dtype: float64","278    6.2
Name: V-Rel Pt, dtype: float64","278   -2.0
Name: H-Rel Pt, dtype: float64",17.0,8.8,4.6000000000000005,3.0999999999999996,0.09999999999999432,4.0,0.5999999999999996,1.1,,35.8,21.6,42.4,17.1,0.277
112,Borucki Ryan,"281    209.0
Name: Pitches, dtype: float64",160.0, SI, SL,"281    18.2
Name:  H-Mov, dtype: float64","281    7.0
Name:  V-Mov, dtype: float64","281    5.6
Name: V-Rel Pt, dtype: float64","281    1.9
Name: H-Rel Pt, dtype: float64",12.6,16.3,20.2,3.2,7.3999999999999915,167.0,1.0999999999999996,2.6999999999999997,36.5,35.3,36.4,47.2,11.9,0.745
113,Boxberger Brad,"284    402.0
Name: Pitches, dtype: float64",184.0, FF, CH,"284   -6.0
Name:  H-Mov, dtype: float64","284    17.4
Name:  V-Mov, dtype: float64","284    5.8
Name: V-Rel Pt, dtype: float64","284   -1.4
Name: H-Rel Pt, dtype: float64",11.7,4.6,4.9,11.899999999999999,11.600000000000009,1061.0,2.8,0.4,15.9,24.8,36.0,25.0,7.6,0.246
114,Boxberger Brad,"284    402.0
Name: Pitches, dtype: float64",148.0, FF, SL,"284   -6.0
Name:  H-Mov, dtype: float64","284    17.4
Name:  V-Mov, dtype: float64","284    5.8
Name: V-Rel Pt, dtype: float64","284   -1.4
Name: H-Rel Pt, dtype: float64",11.8,4.5,13.0,10.399999999999999,5.400000000000006,69.0,2.0,1.9000000000000001,33.0,21.0,13.0,56.3,24.3,0.242
115,Bradish Kyle,"291    571.0
Name: Pitches, dtype: float64",277.0, FF, SL,"291    0.8
Name:  H-Mov, dtype: float64","291    16.5
Name:  V-Mov, dtype: float64","291    6.4
Name: V-Rel Pt, dtype: float64","291   -2.0
Name: H-Rel Pt, dtype: float64",5.6000000000000005,2.9000000000000004,11.299999999999999,19.7,8.599999999999994,189.0,3.8,2.0,16.200000000000003,25.5,35.6,31.900000000000006,10.5,0.549
116,Bradish Kyle,"291    571.0
Name: Pitches, dtype: float64",120.0, FF, CH,"291    0.8
Name:  H-Mov, dtype: float64","291    16.5
Name:  V-Mov, dtype: float64","291    6.4
Name: V-Rel Pt, dtype: float64","291   -2.0
Name: H-Rel Pt, dtype: float64",5.6000000000000005,2.8,13.3,7.1,5.200000000000003,853.0,2.0,1.7,4.800000000000001,11.0,28.4,40.4,13.3,0.322
117,Bradish Kyle,"291    571.0
Name: Pitches, dtype: float64",118.0, FF, CU,"291    0.8
Name:  H-Mov, dtype: float64","291    16.5
Name:  V-Mov, dtype: float64","291    6.4
Name: V-Rel Pt, dtype: float64","291   -2.0
Name: H-Rel Pt, dtype: float64",5.7,2.7,5.4,30.3,12.399999999999991,193.0,5.499999999999999,0.7000000000000002,11.6,10.9,31.7,45.8,18.6,0.31
118,Bradley Archie,"298    90.0
Name: Pitches, dtype: float64",84.0, SI, FF,"298   -15.2
Name:  H-Mov, dtype: float64","298    12.8
Name:  V-Mov, dtype: float64","298    6.1
Name: V-Rel Pt, dtype: float64","298   -1.8
Name: H-Rel Pt, dtype: float64",21.299999999999997,13.399999999999999,5.399999999999999,3.8999999999999986,0.3999999999999915,99.0,1.2999999999999998,1.2000000000000002,5.700000000000001,51.4,33.3,51.9,19.0,0.446
119,Bradley Archie,"298    90.0
Name: Pitches, dtype: float64",83.0, SI, KC,"298   -15.2
Name:  H-Mov, dtype: float64","298    12.8
Name:  V-Mov, dtype: float64","298    6.1
Name: V-Rel Pt, dtype: float64","298   -1.8
Name: H-Rel Pt, dtype: float64",21.299999999999997,13.5,24.4,18.700000000000003,13.5,119.0,3.4000000000000004,2.8000000000000003,6.0,21.7,21.6,46.9,19.3,0.293
120,Brash Matt,"300    250.0
Name: Pitches, dtype: float64",227.0, FF, SL,"300   -11.8
Name:  H-Mov, dtype: float64","300    14.1
Name:  V-Mov, dtype: float64","300    5.3
Name: V-Rel Pt, dtype: float64","300   -2.2
Name: H-Rel Pt, dtype: float64",17.1,9.600000000000001,28.0,15.299999999999999,10.900000000000006,630.0,3.1000000000000005,3.3,17.1,37.8,34.3,50.0,15.4,0.361
121,Brash Matt,"300    250.0
Name: Pitches, dtype: float64",115.0, FF, KC,"300   -11.8
Name:  H-Mov, dtype: float64","300    14.1
Name:  V-Mov, dtype: float64","300    5.3
Name: V-Rel Pt, dtype: float64","300   -2.2
Name: H-Rel Pt, dtype: float64",17.1,9.600000000000001,25.5,23.0,12.799999999999997,731.0,4.4,2.7,6.800000000000001,19.2,28.3,60.0,25.2,0.376
122,Brasier Ryan,"304    307.0
Name: Pitches, dtype: float64",295.0, FF, SL,"304   -6.9
Name:  H-Mov, dtype: float64","304    16.6
Name:  V-Mov, dtype: float64","304    5.7
Name: V-Rel Pt, dtype: float64","304   -1.6
Name: H-Rel Pt, dtype: float64",12.7,5.7,13.7,17.700000000000003,10.5,207.0,3.799999999999999,1.2999999999999998,13.900000000000002,34.2,31.8,41.0,14.2,0.244
123,Brasier Ryan,"304    307.0
Name: Pitches, dtype: float64",85.0, FF, SI,"304   -6.9
Name:  H-Mov, dtype: float64","304    16.6
Name:  V-Mov, dtype: float64","304    5.7
Name: V-Rel Pt, dtype: float64","304   -1.6
Name: H-Rel Pt, dtype: float64",12.5,5.5,8.799999999999999,5.800000000000001,0.5,38.0,0.8999999999999995,1.5,,6.0,35.5,31.5,17.6,0.472
